order_id,restaurant_id,order_date,items_count,total_price_usd,payment_type,status
589ec1b5-c7be-4d35-b5b0-d9395d3b5458,0718128f-e20b-432f-b026-042e8f4754d5,2024-03-11T08:57,1,23.03,Cash,Pending
c94f13b6-d514-4d67-8f38-a414cc195400,7724772b-216a-45cc-986b-291e527fda4f,2024-01-22T08:57,5,28.65,Cash,Cancelled
8d09a213-a6d8-4e56-82ee-9c07511e9146,891a2ad6-61a9-4a3f-aa37-a85db974d942,2024-12-14T08:57,8,205.76,Cash,Completed
985a1cbd-0545-4a1d-b46a-5066303f53dd,e7266698-2ec7-4c14-b895-eca82106ba34,2024-06-07T08:57,1,21.37,Cash,Completed
e634caa4-13c4-4fa8-aabf-260fabdbdddb,22d079cb-6fe4-462b-a3e6-8112b2b077d0,2023-10-06T08:57,7,62.93,Card,Completed
20575879-e1aa-471c-bfb4-3ea3729db808,344cd74e-51ef-4a84-bac8-7570323f0005,2025-02-23T08:57,6,149.34,Card,Completed
33aedd4a-6fff-4fc5-a0c7-6bae32bc0e39,952a8f73-cabf-4a19-a161-bdc2936bb6a9,2024-12-21T08:57,6,79.26,Cash,Cancelled
b717aac1-e0ce-407c-88c2-adc1ade203a6,95bfd494-7935-47b0-8732-7ab8c7d9bc7c,2025-06-21T08:57,6,157.14,Card,Cancelled
52decc13-5c82-4ca9-b56c-4e29ddcccb57,821378e4-2df7-4a77-b40f-c86734776570,2025-03-29T08:57,6,81.42,Cash,Completed
65af10cd-4305-4659-9064-67140cef446d,259f2921-a432-48e5-bd77-dd32cd343a6c,2024-07-11T08:57,1,14.73,Online,Cancelled
f74589b8-6cb3-47a8-a26e-ec53c35f567d,f22f7651-82ea-4b5f-9af9-9b34beabf308,2025-06-30T08:57,3,37.29,Card,Cancelled
478417b5-9ada-4022-bee8-2fac342ce34b,f22f7651-82ea-4b5f-9af9-9b34beabf308,2024-09-06T08:57,2,43.42,Online,Cancelled
c5b53336-e76c-45fa-9497-0ec23f7b62fe,1bbc7c39-54c8-4e01-bab1-a18598f0c1a6,2024-08-18T08:57,9,258.30,Card,Pending
6b9069ea-c90b-4f54-94ee-812f6c852684,e714bbea-625c-4d85-ad54-4ffea542ba14,2025-04-11T08:57,9,111.15,Online,Cancelled
d6dccf48-dbee-40a4-9b84-90b4aa6316ba,259f2921-a432-48e5-bd77-dd32cd343a6c,2024-06-29T08:57,9,153.99,Card,Completed
7fea0668-c6e2-4136-9de2-2ce38119876d,32bcd4b6-76fa-44b4-b0f6-015b61c9bf19,2024-08-07T08:57,9,93.24,Online,Cancelled
6c85db8f-3083-4d0f-a4b8-fc76df1920f6,d3b72406-e3a3-4280-b5f8-ccfb4c788205,2025-05-28T08:57,1,6.07,Card,Pending
d636b42d-3441-497a-be28-bc20ae516e64,184ce8de-adce-47b5-90fb-660c1a06dc38,2024-03-28T08:57,8,81.68,Card,Completed
8c981038-c97e-4646-b252-2544728e36db,2bbe9cce-245f-4634-9392-dd056d2882d9,2024-12-31T08:57,3,26.73,Cash,Completed
c6efb461-fbd6-47a6-b66f-0ff2150f6db3,2e3a0083-9eb2-44c0-8722-601a5fbea885,2024-03-20T08:57,9,185.76,Cash,Completed
9b85268f-9405-4288-bc69-3572d3e370d0,00b656a8-5be6-4617-b05e-4e1e7324fce8,2024-08-22T08:57,2,13.02,Cash,Cancelled
243e5164-0bce-4ec6-b13a-33ada75beeae,f6145e0e-9f06-40fd-9ec7-ebd95888c9c0,2024-12-11T08:57,3,72.06,Card,Cancelled
462ac74f-1da2-4f12-982a-7c606191ad71,f039ec3e-f7e0-4789-b59b-1c9aa2b78f94,2025-09-20T08:57,5,53.25,Online,Cancelled
977e77b7-80d1-4307-808c-50ebf200d3ee,2e3a0083-9eb2-44c0-8722-601a5fbea885,2024-09-07T08:57,3,33.15,Card,Cancelled
d1d60ab7-4f4a-4d9e-ad39-52c4bfc5dd59,fc229012-0965-4f12-82cb-06619af8a64b,2025-06-22T08:57,1,20.80,Online,Cancelled
91e1459e-d8ef-4ff3-a903-7b738fcc1829,3e1b80d8-ab9e-4298-9020-0511591e8e0a,2024-10-08T08:57,7,65.31,Card,Cancelled
ce8c3633-5897-403c-82b2-ac178f5dda81,493ae384-7dcf-4642-8a4e-628e99aea43b,2024-10-19T08:57,9,113.85,Card,Pending
12602ca1-e85e-4275-9de8-439bd4007643,837120d3-dff5-45fc-b7a0-36b97e6c0ada,2023-10-12T08:57,9,266.49,Online,Cancelled
2a22ebb6-4bcf-47d0-a2c4-de4915a404d3,7f6e52dc-3527-41d9-8cd2-491c6ccf96ef,2025-04-05T08:57,3,45.06,Card,Pending
c13e673f-9a27-4626-ace9-76cfd0f25c43,f0d9a074-ca3b-4060-bbf2-43c797a4bf36,2024-04-03T08:57,8,213.92,Card,Completed
c2c59078-9557-4a14-b087-374c1828c883,80b61d47-19ef-4737-9657-b9ba85231538,2024-07-22T08:57,2,58.52,Cash,Cancelled
016e73fb-e5db-461a-b636-d6a917d730a5,543b8598-e8a8-4089-acaa-de7c20c93a58,2025-02-13T08:57,9,92.43,Card,Cancelled
ce3c6495-3b28-4072-af16-4f75d1560471,493ae384-7dcf-4642-8a4e-628e99aea43b,2024-12-29T08:57,4,37.68,Online,Pending
40ce9d73-288f-455e-930c-ea9fbb2ee7cd,d6bfa4e0-7be5-435b-b5b7-db903d51a9ea,2025-02-08T08:57,2,59.42,Card,Pending
f384edc4-4ba3-47c8-9334-b855d520eab8,7724772b-216a-45cc-986b-291e527fda4f,2024-12-13T08:57,6,39.54,Cash,Pending
f182eea6-fa02-4cdb-8382-4e57f49c3a7f,0986ffe3-1c58-407d-a4e8-b978814f622c,2025-09-03T08:57,7,39.41,Online,Cancelled
8734e53d-e3ec-4fa7-94be-65e03117abbb,837120d3-dff5-45fc-b7a0-36b97e6c0ada,2024-07-06T08:57,5,57.35,Cash,Completed
0504fd2d-9413-42c6-8d18-6ef1048f232d,3722936e-ca2d-425d-a814-edd25877826c,2024-04-04T08:57,3,24.18,Online,Completed
b323ab1c-37b3-4215-89fe-b24484dfa5f4,32bcd4b6-76fa-44b4-b0f6-015b61c9bf19,2025-01-29T08:57,1,17.83,Cash,Pending
da2fe91e-36f2-440b-a710-e09dda0f72db,952a8f73-cabf-4a19-a161-bdc2936bb6a9,2024-09-18T08:57,4,65.72,Card,Completed
ff57d129-4977-47ea-9af2-2b2b45db88de,821378e4-2df7-4a77-b40f-c86734776570,2023-11-04T08:57,6,167.46,Card,Pending
6b2f2de3-9bd9-411f-9e22-750c5d6da5a2,2768da6d-df33-4a5c-b5e6-53fa38d1b87d,2024-06-04T08:57,8,42.88,Online,Cancelled
a78870ed-7d9e-45dd-8da0-e7ebf9e67edb,29f428f2-33a4-487b-bbc6-a0971ce6e348,2024-05-13T08:57,3,75.57,Online,Completed
16435b40-0278-4e30-96a5-b28daef4c5c5,837120d3-dff5-45fc-b7a0-36b97e6c0ada,2023-10-18T08:57,9,240.75,Card,Pending
20347119-b855-4f30-8551-5af3e54b9bd7,80b61d47-19ef-4737-9657-b9ba85231538,2025-02-08T08:57,1,10.88,Card,Cancelled
2e6a51a8-84f1-4734-b9f6-76f4b34fb551,f039ec3e-f7e0-4789-b59b-1c9aa2b78f94,2024-12-26T08:57,3,36.78,Cash,Completed
dbc161dd-94db-48a1-8d75-aa7dd01121bb,a4d5a5cd-a811-4a47-95be-44bd16cef033,2025-09-01T08:57,7,72.31,Cash,Cancelled
a247251c-e567-460f-a507-2606a23c69a3,bcc75f1e-c1b5-42d2-ac1c-1cd843b1184f,2025-02-15T08:57,6,171.30,Cash,Pending
d293997a-2f61-44d7-ba51-70c5819473df,48cc92b4-892d-42ce-8c32-f65e07f8cdbc,2023-12-31T08:57,1,19.63,Online,Cancelled
ca74b1f5-d23b-4c51-8082-9d56d8f2664f,94a0f577-45ca-440d-9e59-e2d28f0eb70a,2024-05-13T08:57,5,141.50,Online,Pending
b619cced-6333-43f9-85b3-d013401fb478,19e9d68d-123c-401d-aa30-3fee7345a0f3,2024-05-31T08:57,4,77.64,Online,Completed
48ec3adb-a984-4d3c-bfc6-b23b4aa42aed,344cd74e-51ef-4a84-bac8-7570323f0005,2024-05-11T08:57,5,68.60,Cash,Pending
c2e3e585-72b6-4a19-8ee1-55da4ff1392b,0164dd5d-2ea8-4790-8109-18e95ade1240,2024-11-17T08:57,1,6.65,Online,Pending
eb3ef686-fb74-4328-9b90-1e00f3192dee,92fb180c-8c28-4b9e-9f58-5f7d411146fd,2025-04-14T08:57,8,91.52,Card,Completed
815350bf-ab19-4b1b-8c7e-56ffc6d8fc7c,a4818069-1c3d-4e4c-bbdb-848ff4f2cd20,2023-11-10T08:57,2,29.08,Card,Completed
118127e3-2b26-4112-9578-9f7914c36362,ae224e7b-cd69-4125-854b-c5d9289ac209,2023-10-20T08:57,2,54.06,Card,Completed
e4295e59-763f-4e5c-ba86-b31f8da7cf29,c7caa774-a1aa-457f-b021-9597ca4c1f45,2023-12-26T08:57,5,94.25,Cash,Cancelled
adb01ee2-3ceb-4d45-89d5-69c241c61dc6,837120d3-dff5-45fc-b7a0-36b97e6c0ada,2025-01-17T08:57,2,44.74,Online,Pending
4845ed4a-6da4-4fad-a6e5-77fca190f6fa,70b42e1d-bda9-46ed-8cfd-6ef3835bf152,2025-04-04T08:57,1,26.92,Cash,Completed
b9508306-f11a-4d2f-80e5-61e2fc7d7bcf,1bbc7c39-54c8-4e01-bab1-a18598f0c1a6,2025-03-12T08:57,9,238.05,Online,Completed
d90e3664-b373-4bd4-a0e4-3da7cd3a878f,e396e361-4b92-4201-8b4f-782bfc6bc759,2024-01-10T08:57,9,154.80,Card,Cancelled
9e1f15e9-27d2-4978-9866-b81ef0405c85,fc229012-0965-4f12-82cb-06619af8a64b,2025-07-01T08:57,2,59.02,Online,Cancelled
83888ff2-5b64-4111-84ed-7049319c28db,66d66d2f-b709-4e74-ac58-89b7d91fe24b,2024-01-02T08:57,2,50.30,Online,Completed
2f828c73-a5f0-43a4-935b-a52b49587df5,7f6e52dc-3527-41d9-8cd2-491c6ccf96ef,2024-11-03T08:57,1,26.52,Cash,Pending
86ffcc91-d84b-49b2-9564-1fd64e45f810,b649a657-6bda-4b0a-8b87-a5358feda684,2025-02-23T08:57,3,69.15,Card,Pending
309c04a3-a0a4-4ee9-9341-2cc701735cb8,d6d17d36-2182-4ac5-ba4f-fc07bf79fce3,2025-02-24T08:57,8,115.36,Online,Completed
203e569d-a8ee-4c08-8d7f-9b2c117e80b5,05dbcb4c-076a-4ad3-8724-795f8c09b377,2024-07-21T08:57,9,148.95,Cash,Pending
098d2796-ee4c-4d20-807c-54b8f2a31c1c,4556d5b0-c07d-4270-824f-629c942a801d,2024-06-24T08:57,8,173.28,Online,Pending
2dffcbce-e67d-4886-a89e-612719434575,f6145e0e-9f06-40fd-9ec7-ebd95888c9c0,2024-11-03T08:57,3,58.50,Online,Completed
53a20287-1a42-4fcc-a654-475b33b622ef,523f4db1-54e5-4abd-9e8c-fa0cf8bcb303,2024-04-02T08:57,5,102.40,Cash,Completed
bdbada5e-eca2-460f-a1d2-cba2e58d9a6f,d1e3f07e-d5fd-4ae5-9b4c-22adaadb31b4,2025-04-28T08:57,6,147.30,Online,Pending
c9046fb5-5c62-425d-9274-3243b147739c,29f428f2-33a4-487b-bbc6-a0971ce6e348,2025-02-13T08:57,6,148.98,Cash,Cancelled
3cfdb433-cdfb-4b3a-85ee-4330fa2f4728,4556d5b0-c07d-4270-824f-629c942a801d,2025-06-03T08:57,8,131.68,Cash,Pending
e5910dce-c3ad-4487-ab9a-f2e9a7878620,3825b308-f93f-4c8f-b7ed-e2dba8ae1920,2023-12-02T08:57,9,64.80,Card,Pending
dc6ab612-a94b-4478-9090-e418eaffc79b,333bfa29-7a18-4e0f-9f07-75eba266891a,2025-05-05T08:57,8,131.28,Cash,Cancelled
1da43774-376c-409e-a886-6320b728316f,832097cd-5700-4a1c-96fd-3391cdfea2f1,2025-05-04T08:57,9,249.48,Cash,Completed
3fb37e1e-3e2f-4f72-886c-b3b95233c007,b123c43f-c0b1-4c2e-bd2c-863685110621,2023-12-23T08:57,8,178.88,Online,Cancelled
63d45514-f475-4cbf-a230-b111ff9a965e,ee3cd756-cac5-4d1a-9312-c95f2a27a8b4,2025-09-13T08:57,3,86.40,Cash,Pending
08135a1a-2c5d-4544-aa34-359118c1a151,98e93f19-d779-4d47-bb63-7258a56de895,2024-07-11T08:57,9,56.16,Cash,Completed
ade9deb4-5304-4abd-ae38-fca84560aca5,8766ecc7-b05b-4c8d-a7fd-ee1cee37def9,2024-08-22T08:57,2,57.60,Cash,Cancelled
212bdbe3-5b0a-41ba-a9c1-07aea8027ac8,0fd04c93-f6c6-4b7f-b992-b856c9a0331c,2024-03-25T08:57,6,43.86,Card,Pending
a6f9bba7-082f-412d-b421-618ce83e0965,ee3cd756-cac5-4d1a-9312-c95f2a27a8b4,2024-03-14T08:57,9,255.60,Online,Completed
257fbe41-7a8f-48cd-bb6b-41d51cb8f418,208d258d-eb72-4d45-86bc-60bc62235e47,2025-03-04T08:57,2,54.64,Cash,Completed
4f9a6b6a-aa27-4671-8994-e3941f7b9562,3722936e-ca2d-425d-a814-edd25877826c,2023-10-17T08:57,2,47.72,Card,Cancelled
6b20d574-08f9-45af-bef5-899089d4dec5,d1e3f07e-d5fd-4ae5-9b4c-22adaadb31b4,2024-08-03T08:57,7,50.75,Card,Cancelled
ce9a3ed5-18e7-4aab-aab2-a540289dae5e,3e16e4d8-1820-4f7b-8a83-18a174fc8668,2025-07-17T08:57,7,200.97,Cash,Pending
b9c0b251-99d8-429f-a896-f45f9654a83f,f2a7ed2d-1332-4946-a6b0-7ea433131b3b,2024-11-14T08:57,3,63.57,Card,Completed
68de28ec-c071-4337-a268-84053b95b1c6,1641ada2-0333-42d6-b483-73cc23ee6010,2024-08-05T08:57,5,49.45,Card,Pending
970c33e2-7698-4599-b292-118586b195a7,b43a8dc1-a3cd-45a5-b1c8-79fba3dde4b1,2025-05-07T08:57,9,161.46,Online,Pending
fc74791e-f3d0-4bb1-93c6-7dd6e83cd853,2c6359b4-d798-4bbe-99ab-3e8fbadbd262,2024-12-01T08:57,5,25.45,Cash,Completed
2054112d-be9d-4c32-8577-657bf5da86ed,612d53e4-cdbb-4b77-a993-84140c268d35,2024-10-03T08:57,2,36.54,Card,Pending
a76e7524-8aac-418c-b5f3-2779e0c2157c,919de531-031b-4706-955a-a1d11fc3d898,2024-05-27T08:57,1,29.06,Card,Cancelled
cdffacb9-8aff-46ec-b1db-6767a277815a,5a33aa14-6080-4e41-a085-759cc5cf677a,2025-09-14T08:57,7,162.40,Card,Cancelled
05f0a433-00a4-4de7-8c72-36ac1d691ccf,a4818069-1c3d-4e4c-bbdb-848ff4f2cd20,2024-06-21T08:57,9,245.07,Card,Completed
ed07a211-309d-4b19-8b1e-62f1e838ff5c,06632297-200d-469d-9f60-8a7444b29071,2024-03-11T08:57,2,56.44,Online,Pending
9223d58c-a455-444a-ad54-25e4887fa051,684eb759-a637-4b17-8b8e-f3b9dda1e943,2024-05-19T08:57,1,12.65,Cash,Completed
56e17651-3f4c-4697-b24c-1434b653c3a0,b26ba7af-7b6e-4ddf-963a-2258da0f0d11,2024-09-02T08:57,3,41.43,Cash,Cancelled
baf32ee4-5960-41e3-8333-902449d1de59,77231fc5-6222-42fb-a8dd-5c460a6579a7,2024-05-27T08:57,1,18.84,Cash,Pending
64d0961f-d2a7-4879-a449-35d090e19819,0cfb71c9-7628-4ed3-b717-bd6637a33684,2024-05-23T08:57,4,91.12,Online,Pending
8f2f0d64-1b9c-4ca8-9aff-0091121af588,c8f6cddd-0f8d-457c-a3e5-2049a6a223a9,2025-07-29T08:57,7,73.71,Cash,Pending
efcad00c-9185-4f47-ad01-4fd02499286b,d6bfa4e0-7be5-435b-b5b7-db903d51a9ea,2024-09-07T08:57,4,58.24,Cash,Pending
8d5b1849-628b-402d-8265-d6ee519fa4f8,77231fc5-6222-42fb-a8dd-5c460a6579a7,2024-02-25T08:57,1,20.26,Card,Cancelled
e02ce86a-ae33-4cc7-b443-d354692aedb8,d6d17d36-2182-4ac5-ba4f-fc07bf79fce3,2024-03-25T08:57,4,97.64,Cash,Pending
5ed6305d-cccc-45c1-a107-9757bc805b1b,6d392a0e-c322-4a26-b306-cba9290d7b83,2024-05-10T08:57,3,28.38,Online,Pending
bdbbd7f1-9efd-40c5-94cd-843402f01202,e9e6ea71-30a6-4b2f-8d1c-2792a231debd,2024-07-18T08:57,6,158.40,Online,Cancelled
ff6bc2ef-2993-424c-8e76-4a4dc07bd0f7,06632297-200d-469d-9f60-8a7444b29071,2024-10-30T08:57,2,15.38,Cash,Pending
671ef4b6-d07d-47cc-ace4-ee2a8deabfec,9eac6c57-c56e-40d0-a027-9c9def8aadd2,2024-04-06T08:57,7,205.03,Cash,Completed
11f57d18-8808-4cdb-982c-3b971111db04,768b7a20-e52c-4b89-87da-4985d2b3e391,2023-10-27T08:57,2,26.32,Online,Pending
1aabb9ab-4074-45ae-b30c-b3d1bf706c3f,16547bee-9860-474d-af0d-29bf61f89944,2025-05-12T08:57,4,45.76,Card,Cancelled
700e3dd9-cd10-41b4-bcb7-c9229892def8,95bfd494-7935-47b0-8732-7ab8c7d9bc7c,2025-02-06T08:57,6,89.94,Online,Pending
4602b95f-937a-4188-9f79-5aa96695089b,493ae384-7dcf-4642-8a4e-628e99aea43b,2024-06-10T08:57,8,133.60,Card,Completed
d8e5479c-82c3-43d3-bdaf-e0bf547ba205,06632297-200d-469d-9f60-8a7444b29071,2024-05-08T08:57,5,69.20,Online,Pending
747b7483-5341-49ca-9930-1c1afa4f8b3a,f3325bd8-9505-4cf4-86c3-adc54b598b1b,2025-07-07T08:57,5,71.15,Cash,Cancelled
0dce5b9b-c541-4676-a2b9-3332d1bf9708,b6c4df19-a3af-4c14-8546-967d530b8399,2024-07-28T08:57,5,114.70,Online,Cancelled
1c51787d-418a-4258-8800-444e8e56fb3c,333bfa29-7a18-4e0f-9f07-75eba266891a,2024-04-18T08:57,1,11.21,Online,Pending
ff42b600-6224-4a85-a2bc-9aeb2c4e158f,b26ba7af-7b6e-4ddf-963a-2258da0f0d11,2023-12-04T08:57,8,115.44,Card,Pending
7c83fc5d-5734-4eb6-97b4-d2ecc5b7563e,f0e523c9-5307-495f-9d3c-61ec8e652e4c,2025-01-12T08:57,8,176.32,Online,Completed
1e6913ec-57d5-47e9-9218-f0bd5d51825e,9ed49544-ec28-41ed-83fc-de5482991983,2024-10-13T08:57,8,181.36,Cash,Pending
14c11411-5184-4c43-9f7f-b12d13ae85a6,282503ba-664d-4776-a193-417807799d5a,2024-02-14T08:57,4,83.68,Card,Cancelled
e9a8a2d3-440c-4273-a37f-aeca29e99281,832097cd-5700-4a1c-96fd-3391cdfea2f1,2024-08-24T08:57,4,32.88,Card,Completed
0d203305-c763-4d96-b3b4-79918c3b3a9b,cbbf3700-d041-4a6f-bbae-57ecee0ef71e,2025-04-20T08:57,9,153.54,Cash,Completed
c84371e1-7831-42cd-abf0-daf275ef3481,5a33aa14-6080-4e41-a085-759cc5cf677a,2024-01-08T08:57,8,166.48,Online,Pending
f7aa87bd-8984-4fcf-9f90-80f19b3ffb35,f0d9a074-ca3b-4060-bbf2-43c797a4bf36,2024-08-24T08:57,9,186.03,Cash,Cancelled
94132500-2564-4c85-a2a7-1e00029ebe67,908e593b-b660-4850-8b44-a4c80e9bc400,2024-07-09T08:57,7,170.31,Online,Pending
2e310647-fead-49e0-9adf-32abd623a8d9,3e4f58e3-d010-4e2f-8436-e32feb060d68,2024-01-08T08:57,3,27.51,Card,Cancelled
aea4bf35-8acf-4798-aa58-97a19de2bd8d,6e45791e-cc59-48ee-b154-f16ee2513526,2025-02-28T08:57,6,61.56,Cash,Pending
f4cb47f3-0c92-43a4-915d-abef22994d01,a97e7bea-6faa-4a4c-b60c-9fad4c5b7d25,2024-12-02T08:57,4,56.16,Cash,Cancelled
ab33415d-eb7e-4a1d-ac13-8a6b28d0fd74,d6bfa4e0-7be5-435b-b5b7-db903d51a9ea,2025-06-06T08:57,3,28.98,Card,Cancelled
020ef9db-c9a6-4c99-bfe8-0e7dbe2c0280,f0d9a074-ca3b-4060-bbf2-43c797a4bf36,2024-04-01T08:57,8,120.96,Cash,Pending
31827d39-3bce-4f7e-990a-59364a7603da,48cc92b4-892d-42ce-8c32-f65e07f8cdbc,2024-09-23T08:57,9,192.96,Online,Completed
442865ff-40db-47e1-8fec-faf32e6e80b1,1803130e-4d66-4764-888a-66c441d672fa,2025-06-24T08:57,8,218.56,Cash,Completed
eb6e233b-1261-4654-b25d-ff9c59a4f670,94a0f577-45ca-440d-9e59-e2d28f0eb70a,2025-01-03T08:57,4,104.12,Card,Cancelled
7b6806c7-84fe-44f7-89ad-ff27e020710e,fc229012-0965-4f12-82cb-06619af8a64b,2024-01-05T08:57,2,20.10,Card,Cancelled
099e7ab2-bc32-4a66-97e3-21ea8070439e,7d015934-348e-4d1b-9ae2-e5ef6a577ac6,2023-11-10T08:57,5,132.75,Cash,Completed
deb1e3e7-6f47-4cc1-84fe-63f83a148e32,fc98da21-d24c-419d-84c5-f6d8bd99ef13,2025-05-06T08:57,9,181.44,Online,Cancelled
7c57ea26-8302-460d-bbb2-3f1a7457d126,0ba8a5c0-a9a3-4200-8ebc-e9abaea5e9c2,2024-05-20T08:57,4,53.96,Cash,Cancelled
b7e97c39-ab6d-4c4a-bef0-276e07aa380d,20db66cf-e7eb-46e8-bd1e-05d05f5e7f6c,2024-04-05T08:57,4,31.60,Card,Pending
d5f57a93-b451-410c-91c5-07591088f08a,6d392a0e-c322-4a26-b306-cba9290d7b83,2025-06-23T08:57,9,233.82,Online,Cancelled
cf082649-8e62-48c6-b9f7-f25b23d19289,5b49957a-e5cb-4eb5-bc0f-d6015a190b26,2025-07-31T08:57,4,68.00,Online,Completed
ed306ab2-cd4a-4dac-8a58-815b430b1110,d3b72406-e3a3-4280-b5f8-ccfb4c788205,2025-08-10T08:57,3,50.31,Online,Completed
934b9bf7-3eca-40c6-862f-dc64f2da5d5c,333bfa29-7a18-4e0f-9f07-75eba266891a,2025-08-27T08:57,4,74.60,Online,Pending
bfa3c0b6-4252-4b89-91c7-eb31a4cf0e3c,0164dd5d-2ea8-4790-8109-18e95ade1240,2025-01-02T08:57,2,26.84,Cash,Cancelled
27966290-2630-4041-aea4-4fcf3fe20594,f2a7ed2d-1332-4946-a6b0-7ea433131b3b,2024-04-01T08:57,7,37.03,Cash,Pending
24b4068c-6a12-4dcc-856c-4c0e67c5c5b8,16547bee-9860-474d-af0d-29bf61f89944,2024-04-28T08:57,8,171.60,Cash,Completed
25573e16-f51f-4e9e-8be8-c3f1f57204a3,282e2b41-22ed-424d-8513-749dba6c0633,2024-08-24T08:57,9,235.62,Cash,Cancelled
be0a0843-9f9f-4fab-b47b-183e0be66d3e,687ae254-4739-411d-8552-e5cd9d48908d,2024-01-27T08:57,9,186.21,Online,Completed
6747dfe1-6be5-4035-a8fc-a94b6ae28346,259f2921-a432-48e5-bd77-dd32cd343a6c,2024-11-27T08:57,7,184.94,Online,Pending
a92fe83d-d34f-406f-b848-dab23d653ec2,753775c6-567f-40c5-ad70-9b161bf4f04c,2025-03-22T08:57,4,33.24,Online,Cancelled
9d553527-9c2c-40b5-8651-b8613f1632b9,ac0b8eb1-1d31-4d45-865c-d1a4cac18db5,2024-04-01T08:57,6,111.96,Card,Pending
be64a0d8-1426-47b5-bd4d-270d01fbe603,4822f4a4-aa52-4289-b5b8-d19062c68242,2023-09-25T08:57,5,130.55,Online,Pending
52793e3a-43f6-4d31-8b67-277da610c86e,c0f65332-f4c2-45a0-b0dc-b7df5f82ac14,2024-06-02T08:57,6,90.54,Card,Completed
